filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
61.png,1286421,"{}",1,0,"{""name"":""rect"",""x"":506,""y"":775,""width"":387,""height"":473}","{}"
62.png,1461197,"{}",3,0,"{""name"":""rect"",""x"":49,""y"":806,""width"":385,""height"":447}","{}"
62.png,1461197,"{}",3,1,"{""name"":""rect"",""x"":1028,""y"":1237,""width"":364,""height"":431}","{}"
62.png,1461197,"{}",3,2,"{""name"":""rect"",""x"":276,""y"":1609,""width"":292,""height"":183}","{}"
63.png,1647124,"{}",6,0,"{""name"":""rect"",""x"":1033,""y"":253,""width"":382,""height"":449}","{}"
63.png,1647124,"{}",6,1,"{""name"":""rect"",""x"":1033,""y"":522,""width"":367,""height"":431}","{}"
63.png,1647124,"{}",6,2,"{""name"":""rect"",""x"":279,""y"":770,""width"":390,""height"":470}","{}"
63.png,1647124,"{}",6,3,"{""name"":""rect"",""x"":870,""y"":1232,""width"":393,""height"":447}","{}"
63.png,1647124,"{}",6,4,"{""name"":""rect"",""x"":460,""y"":1173,""width"":473,""height"":416}","{}"
63.png,1647124,"{}",6,5,"{""name"":""rect"",""x"":346,""y"":1648,""width"":220,""height"":137}","{}"
64.png,1771425,"{}",7,0,"{""name"":""rect"",""x"":297,""y"":300,""width"":354,""height"":462}","{}"
64.png,1771425,"{}",7,1,"{""name"":""rect"",""x"":886,""y"":728,""width"":364,""height"":455}","{}"
64.png,1771425,"{}",7,2,"{""name"":""rect"",""x"":1033,""y"":245,""width"":380,""height"":318}","{}"
64.png,1771425,"{}",7,3,"{""name"":""rect"",""x"":465,""y"":700,""width"":483,""height"":382}","{}"
64.png,1771425,"{}",7,4,"{""name"":""rect"",""x"":325,""y"":1266,""width"":367,""height"":437}","{}"
64.png,1771425,"{}",7,5,"{""name"":""rect"",""x"":839,""y"":1276,""width"":349,""height"":468}","{}"
64.png,1771425,"{}",7,6,"{""name"":""rect"",""x"":589,""y"":1294,""width"":437,""height"":408}","{}"
65.png,1838758,"{}",6,0,"{""name"":""rect"",""x"":801,""y"":235,""width"":395,""height"":442}","{}"
65.png,1838758,"{}",6,1,"{""name"":""rect"",""x"":328,""y"":444,""width"":377,""height"":460}","{}"
65.png,1838758,"{}",6,2,"{""name"":""rect"",""x"":483,""y"":927,""width"":367,""height"":449}","{}"
65.png,1838758,"{}",6,3,"{""name"":""rect"",""x"":811,""y"":1033,""width"":398,""height"":447}","{}"
65.png,1838758,"{}",6,4,"{""name"":""rect"",""x"":189,""y"":1237,""width"":493,""height"":390}","{}"
65.png,1838758,"{}",6,5,"{""name"":""rect"",""x"":352,""y"":1320,""width"":380,""height"":449}","{}"
66.png,1902845,"{}",4,0,"{""name"":""rect"",""x"":1103,""y"":488,""width"":449,""height"":411}","{}"
66.png,1902845,"{}",4,1,"{""name"":""rect"",""x"":1242,""y"":269,""width"":375,""height"":442}","{}"
66.png,1902845,"{}",4,2,"{""name"":""rect"",""x"":2405,""y"":1129,""width"":271,""height"":434}","{}"
66.png,1902845,"{}",4,3,"{""name"":""rect"",""x"":1359,""y"":1560,""width"":276,""height"":227}","{}"
67.png,1989482,"{}",6,0,"{""name"":""rect"",""x"":925,""y"":617,""width"":473,""height"":418}","{}"
67.png,1989482,"{}",6,1,"{""name"":""rect"",""x"":1390,""y"":253,""width"":354,""height"":380}","{}"
67.png,1989482,"{}",6,2,"{""name"":""rect"",""x"":1353,""y"":643,""width"":377,""height"":444}","{}"
67.png,1989482,"{}",6,3,"{""name"":""rect"",""x"":1591,""y"":1023,""width"":380,""height"":426}","{}"
67.png,1989482,"{}",6,4,"{""name"":""rect"",""x"":1080,""y"":1545,""width"":380,""height"":256}","{}"
67.png,1989482,"{}",6,5,"{""name"":""rect"",""x"":2410,""y"":380,""width"":266,""height"":431}","{}"
68.png,1422143,"{}",3,0,"{""name"":""rect"",""x"":1093,""y"":424,""width"":359,""height"":449}","{}"
68.png,1422143,"{}",3,1,"{""name"":""rect"",""x"":1963,""y"":581,""width"":395,""height"":470}","{}"
68.png,1422143,"{}",3,2,"{""name"":""rect"",""x"":1991,""y"":1111,""width"":468,""height"":114}","{}"
69.png,1418008,"{}",5,0,"{""name"":""rect"",""x"":907,""y"":819,""width"":375,""height"":227}","{}"
69.png,1418008,"{}",5,1,"{""name"":""rect"",""x"":1137,""y"":824,""width"":455,""height"":313}","{}"
69.png,1418008,"{}",5,2,"{""name"":""rect"",""x"":145,""y"":1108,""width"":372,""height"":424}","{}"
69.png,1418008,"{}",5,3,"{""name"":""rect"",""x"":258,""y"":1408,""width"":393,""height"":393}","{}"
69.png,1418008,"{}",5,4,"{""name"":""rect"",""x"":468,""y"":1167,""width"":359,""height"":411}","{}"
70.png,1763945,"{}",6,0,"{""name"":""rect"",""x"":586,""y"":307,""width"":509,""height"":382}","{}"
70.png,1763945,"{}",6,1,"{""name"":""rect"",""x"":186,""y"":315,""width"":276,""height"":119}","{}"
70.png,1763945,"{}",6,2,"{""name"":""rect"",""x"":346,""y"":847,""width"":470,""height"":398}","{}"
70.png,1763945,"{}",6,3,"{""name"":""rect"",""x"":865,""y"":669,""width"":380,""height"":449}","{}"
70.png,1763945,"{}",6,4,"{""name"":""rect"",""x"":661,""y"":705,""width"":457,""height"":408}","{}"
70.png,1763945,"{}",6,5,"{""name"":""rect"",""x"":431,""y"":1281,""width"":395,""height"":434}","{}"
71.png,1640788,"{}",3,0,"{""name"":""rect"",""x"":452,""y"":434,""width"":364,""height"":434}","{}"
71.png,1640788,"{}",3,1,"{""name"":""rect"",""x"":351,""y"":1235,""width"":372,""height"":452}","{}"
71.png,1640788,"{}",3,2,"{""name"":""rect"",""x"":1341,""y"":1046,""width"":393,""height"":449}","{}"
72.png,1879403,"{}",5,0,"{""name"":""rect"",""x"":561,""y"":710,""width"":387,""height"":465}","{}"
72.png,1879403,"{}",5,1,"{""name"":""rect"",""x"":1072,""y"":548,""width"":387,""height"":452}","{}"
72.png,1879403,"{}",5,2,"{""name"":""rect"",""x"":1400,""y"":1124,""width"":496,""height"":475}","{}"
72.png,1879403,"{}",5,3,"{""name"":""rect"",""x"":1989,""y"":1098,""width"":359,""height"":457}","{}"
72.png,1879403,"{}",5,4,"{""name"":""rect"",""x"":2273,""y"":899,""width"":385,""height"":460}","{}"
73.png,2197970,"{}",7,0,"{""name"":""rect"",""x"":57,""y"":780,""width"":380,""height"":457}","{}"
73.png,2197970,"{}",7,1,"{""name"":""rect"",""x"":1452,""y"":1152,""width"":341,""height"":434}","{}"
73.png,2197970,"{}",7,2,"{""name"":""rect"",""x"":2087,""y"":1289,""width"":501,""height"":421}","{}"
73.png,2197970,"{}",7,3,"{""name"":""rect"",""x"":1991,""y"":344,""width"":375,""height"":439}","{}"
73.png,2197970,"{}",7,4,"{""name"":""rect"",""x"":2291,""y"":248,""width"":356,""height"":356}","{}"
73.png,2197970,"{}",7,5,"{""name"":""rect"",""x"":1467,""y"":243,""width"":375,""height"":413}","{}"
73.png,2197970,"{}",7,6,"{""name"":""rect"",""x"":832,""y"":261,""width"":359,""height"":449}","{}"
74.png,2015795,"{}",6,0,"{""name"":""rect"",""x"":59,""y"":253,""width"":367,""height"":369}","{}"
74.png,2015795,"{}",6,1,"{""name"":""rect"",""x"":819,""y"":1175,""width"":359,""height"":447}","{}"
74.png,2015795,"{}",6,2,"{""name"":""rect"",""x"":1304,""y"":943,""width"":475,""height"":395}","{}"
74.png,2015795,"{}",6,3,"{""name"":""rect"",""x"":1560,""y"":1090,""width"":395,""height"":465}","{}"
74.png,2015795,"{}",6,4,"{""name"":""rect"",""x"":1434,""y"":524,""width"":372,""height"":434}","{}"
74.png,2015795,"{}",6,5,"{""name"":""rect"",""x"":2110,""y"":571,""width"":470,""height"":411}","{}"
75.png,2499103,"{}",4,0,"{""name"":""rect"",""x"":796,""y"":765,""width"":393,""height"":457}","{}"
75.png,2499103,"{}",4,1,"{""name"":""rect"",""x"":1188,""y"":1046,""width"":385,""height"":468}","{}"
75.png,2499103,"{}",4,2,"{""name"":""rect"",""x"":2035,""y"":1299,""width"":393,""height"":473}","{}"
75.png,2499103,"{}",4,3,"{""name"":""rect"",""x"":1596,""y"":1558,""width"":196,""height"":230}","{}"
76.png,2477750,"{}",3,0,"{""name"":""rect"",""x"":1421,""y"":1007,""width"":380,""height"":455}","{}"
76.png,2477750,"{}",3,1,"{""name"":""rect"",""x"":2048,""y"":927,""width"":382,""height"":455}","{}"
76.png,2477750,"{}",3,2,"{""name"":""rect"",""x"":1991,""y"":1545,""width"":377,""height"":251}","{}"
77.png,2437553,"{}",3,0,"{""name"":""rect"",""x"":34,""y"":1237,""width"":486,""height"":406}","{}"
77.png,2437553,"{}",3,1,"{""name"":""rect"",""x"":2038,""y"":537,""width"":393,""height"":452}","{}"
77.png,2437553,"{}",3,2,"{""name"":""rect"",""x"":1865,""y"":1346,""width"":390,""height"":437}","{}"
78.png,2511250,"{}",4,0,"{""name"":""rect"",""x"":41,""y"":555,""width"":480,""height"":429}","{}"
78.png,2511250,"{}",4,1,"{""name"":""rect"",""x"":328,""y"":1085,""width"":480,""height"":418}","{}"
78.png,2511250,"{}",4,2,"{""name"":""rect"",""x"":803,""y"":1188,""width"":359,""height"":447}","{}"
78.png,2511250,"{}",4,3,"{""name"":""rect"",""x"":2033,""y"":238,""width"":387,""height"":232}","{}"
79.png,2269095,"{}",4,0,"{""name"":""rect"",""x"":165,""y"":775,""width"":382,""height"":470}","{}"
79.png,2269095,"{}",4,1,"{""name"":""rect"",""x"":403,""y"":1005,""width"":483,""height"":411}","{}"
79.png,2269095,"{}",4,2,"{""name"":""rect"",""x"":1113,""y"":1118,""width"":377,""height"":460}","{}"
79.png,2269095,"{}",4,3,"{""name"":""rect"",""x"":1294,""y"":1335,""width"":421,""height"":395}","{}"
80.png,2512839,"{}",4,0,"{""name"":""rect"",""x"":168,""y"":251,""width"":393,""height"":315}","{}"
80.png,2512839,"{}",4,1,"{""name"":""rect"",""x"":400,""y"":359,""width"":499,""height"":406}","{}"
80.png,2512839,"{}",4,2,"{""name"":""rect"",""x"":775,""y"":1054,""width"":385,""height"":434}","{}"
80.png,2512839,"{}",4,3,"{""name"":""rect"",""x"":1103,""y"":315,""width"":395,""height"":488}","{}"
81.png,2210316,"{}",2,0,"{""name"":""rect"",""x"":661,""y"":1209,""width"":377,""height"":447}","{}"
81.png,2210316,"{}",2,1,"{""name"":""rect"",""x"":1025,""y"":1087,""width"":380,""height"":457}","{}"
82.png,2646228,"{}",2,0,"{""name"":""rect"",""x"":351,""y"":938,""width"":387,""height"":452}","{}"
82.png,2646228,"{}",2,1,"{""name"":""rect"",""x"":506,""y"":1106,""width"":395,""height"":460}","{}"
83.png,2483207,"{}",5,0,"{""name"":""rect"",""x"":584,""y"":1116,""width"":478,""height"":411}","{}"
83.png,2483207,"{}",5,1,"{""name"":""rect"",""x"":1018,""y"":896,""width"":387,""height"":468}","{}"
83.png,2483207,"{}",5,2,"{""name"":""rect"",""x"":315,""y"":248,""width"":385,""height"":356}","{}"
83.png,2483207,"{}",5,3,"{""name"":""rect"",""x"":1196,""y"":240,""width"":387,""height"":258}","{}"
83.png,2483207,"{}",5,4,"{""name"":""rect"",""x"":1183,""y"":1475,""width"":387,""height"":318}","{}"
84.png,2426287,"{}",4,0,"{""name"":""rect"",""x"":165,""y"":726,""width"":393,""height"":449}","{}"
84.png,2426287,"{}",4,1,"{""name"":""rect"",""x"":93,""y"":1031,""width"":382,""height"":455}","{}"
84.png,2426287,"{}",4,2,"{""name"":""rect"",""x"":594,""y"":1121,""width"":524,""height"":501}","{}"
84.png,2426287,"{}",4,3,"{""name"":""rect"",""x"":1080,""y"":400,""width"":387,""height"":452}","{}"
85.png,2878383,"{}",6,0,"{""name"":""rect"",""x"":961,""y"":814,""width"":475,""height"":408}","{}"
85.png,2878383,"{}",6,1,"{""name"":""rect"",""x"":1320,""y"":1377,""width"":380,""height"":418}","{}"
85.png,2878383,"{}",6,2,"{""name"":""rect"",""x"":651,""y"":478,""width"":473,""height"":418}","{}"
85.png,2878383,"{}",6,3,"{""name"":""rect"",""x"":88,""y"":238,""width"":385,""height"":449}","{}"
85.png,2878383,"{}",6,4,"{""name"":""rect"",""x"":584,""y"":238,""width"":387,""height"":287}","{}"
85.png,2878383,"{}",6,5,"{""name"":""rect"",""x"":331,""y"":447,""width"":354,""height"":447}","{}"
86.png,2852643,"{}",5,0,"{""name"":""rect"",""x"":1483,""y"":728,""width"":390,""height"":462}","{}"
86.png,2852643,"{}",5,1,"{""name"":""rect"",""x"":1508,""y"":1204,""width"":375,""height"":429}","{}"
86.png,2852643,"{}",5,2,"{""name"":""rect"",""x"":1700,""y"":1232,""width"":465,""height"":393}","{}"
86.png,2852643,"{}",5,3,"{""name"":""rect"",""x"":1286,""y"":1640,""width"":380,""height"":152}","{}"
86.png,2852643,"{}",5,4,"{""name"":""rect"",""x"":1227,""y"":245,""width"":496,""height"":263}","{}"
87.png,2946480,"{}",6,0,"{""name"":""rect"",""x"":1152,""y"":754,""width"":390,""height"":452}","{}"
87.png,2946480,"{}",6,1,"{""name"":""rect"",""x"":1583,""y"":1465,""width"":403,""height"":331}","{}"
87.png,2946480,"{}",6,2,"{""name"":""rect"",""x"":1289,""y"":240,""width"":382,""height"":362}","{}"
87.png,2946480,"{}",6,3,"{""name"":""rect"",""x"":1527,""y"":243,""width"":390,""height"":302}","{}"
87.png,2946480,"{}",6,4,"{""name"":""rect"",""x"":201,""y"":1085,""width"":400,""height"":455}","{}"
87.png,2946480,"{}",6,5,"{""name"":""rect"",""x"":561,""y"":1276,""width"":375,""height"":447}","{}"
88.png,2862479,"{}",7,0,"{""name"":""rect"",""x"":917,""y"":1196,""width"":382,""height"":449}","{}"
88.png,2862479,"{}",7,1,"{""name"":""rect"",""x"":1413,""y"":1276,""width"":380,""height"":465}","{}"
88.png,2862479,"{}",7,2,"{""name"":""rect"",""x"":1653,""y"":1069,""width"":413,""height"":462}","{}"
88.png,2862479,"{}",7,3,"{""name"":""rect"",""x"":220,""y"":607,""width"":382,""height"":449}","{}"
88.png,2862479,"{}",7,4,"{""name"":""rect"",""x"":377,""y"":245,""width"":362,""height"":418}","{}"
88.png,2862479,"{}",7,5,"{""name"":""rect"",""x"":1142,""y"":238,""width"":393,""height"":292}","{}"
88.png,2862479,"{}",7,6,"{""name"":""rect"",""x"":576,""y"":1601,""width"":367,""height"":181}","{}"
89.png,2952929,"{}",6,0,"{""name"":""rect"",""x"":687,""y"":437,""width"":377,""height"":418}","{}"
89.png,2952929,"{}",6,1,"{""name"":""rect"",""x"":927,""y"":284,""width"":377,""height"":455}","{}"
89.png,2952929,"{}",6,2,"{""name"":""rect"",""x"":571,""y"":245,""width"":385,""height"":294}","{}"
89.png,2952929,"{}",6,3,"{""name"":""rect"",""x"":395,""y"":1291,""width"":390,""height"":457}","{}"
89.png,2952929,"{}",6,4,"{""name"":""rect"",""x"":1762,""y"":1036,""width"":382,""height"":468}","{}"
89.png,2952929,"{}",6,5,"{""name"":""rect"",""x"":1446,""y"":1477,""width"":426,""height"":310}","{}"
90.png,3035898,"{}",6,0,"{""name"":""rect"",""x"":390,""y"":741,""width"":393,""height"":439}","{}"
90.png,3035898,"{}",6,1,"{""name"":""rect"",""x"":261,""y"":1343,""width"":382,""height"":421}","{}"
90.png,3035898,"{}",6,2,"{""name"":""rect"",""x"":1005,""y"":1113,""width"":444,""height"":488}","{}"
90.png,3035898,"{}",6,3,"{""name"":""rect"",""x"":1423,""y"":889,""width"":390,""height"":447}","{}"
90.png,3035898,"{}",6,4,"{""name"":""rect"",""x"":1508,""y"":633,""width"":382,""height"":439}","{}"
90.png,3035898,"{}",6,5,"{""name"":""rect"",""x"":1764,""y"":501,""width"":377,""height"":475}","{}"
91.png,2960433,"{}",10,0,"{""name"":""rect"",""x"":403,""y"":289,""width"":367,""height"":439}","{}"
91.png,2960433,"{}",10,1,"{""name"":""rect"",""x"":279,""y"":736,""width"":367,""height"":431}","{}"
91.png,2960433,"{}",10,2,"{""name"":""rect"",""x"":274,""y"":1116,""width"":393,""height"":455}","{}"
91.png,2960433,"{}",10,3,"{""name"":""rect"",""x"":103,""y"":1240,""width"":364,""height"":457}","{}"
91.png,2960433,"{}",10,4,"{""name"":""rect"",""x"":1005,""y"":672,""width"":377,""height"":449}","{}"
91.png,2960433,"{}",10,5,"{""name"":""rect"",""x"":1080,""y"":403,""width"":375,""height"":439}","{}"
91.png,2960433,"{}",10,6,"{""name"":""rect"",""x"":1441,""y"":393,""width"":369,""height"":442}","{}"
91.png,2960433,"{}",10,7,"{""name"":""rect"",""x"":1299,""y"":1054,""width"":486,""height"":408}","{}"
91.png,2960433,"{}",10,8,"{""name"":""rect"",""x"":1746,""y"":243,""width"":387,""height"":325}","{}"
91.png,2960433,"{}",10,9,"{""name"":""rect"",""x"":1545,""y"":1578,""width"":395,""height"":209}","{}"
92.png,3138215,"{}",10,0,"{""name"":""rect"",""x"":263,""y"":387,""width"":385,""height"":424}","{}"
92.png,3138215,"{}",10,1,"{""name"":""rect"",""x"":282,""y"":772,""width"":390,""height"":411}","{}"
92.png,3138215,"{}",10,2,"{""name"":""rect"",""x"":88,""y"":951,""width"":385,""height"":473}","{}"
92.png,3138215,"{}",10,3,"{""name"":""rect"",""x"":230,""y"":1353,""width"":413,""height"":421}","{}"
92.png,3138215,"{}",10,4,"{""name"":""rect"",""x"":385,""y"":245,""width"":390,""height"":220}","{}"
92.png,3138215,"{}",10,5,"{""name"":""rect"",""x"":1002,""y"":426,""width"":380,""height"":452}","{}"
92.png,3138215,"{}",10,6,"{""name"":""rect"",""x"":1436,""y"":248,""width"":380,""height"":338}","{}"
92.png,3138215,"{}",10,7,"{""name"":""rect"",""x"":1072,""y"":245,""width"":382,""height"":212}","{}"
92.png,3138215,"{}",10,8,"{""name"":""rect"",""x"":1547,""y"":1211,""width"":406,""height"":470}","{}"
92.png,3138215,"{}",10,9,"{""name"":""rect"",""x"":1258,""y"":1441,""width"":390,""height"":349}","{}"
93.png,3080389,"{}",6,0,"{""name"":""rect"",""x"":289,""y"":307,""width"":375,""height"":457}","{}"
93.png,3080389,"{}",6,1,"{""name"":""rect"",""x"":85,""y"":602,""width"":382,""height"":429}","{}"
93.png,3080389,"{}",6,2,"{""name"":""rect"",""x"":251,""y"":770,""width"":398,""height"":429}","{}"
93.png,3080389,"{}",6,3,"{""name"":""rect"",""x"":372,""y"":1578,""width"":375,""height"":214}","{}"
93.png,3080389,"{}",6,4,"{""name"":""rect"",""x"":1273,""y"":1090,""width"":387,""height"":449}","{}"
93.png,3080389,"{}",6,5,"{""name"":""rect"",""x"":1005,""y"":243,""width"":377,""height"":328}","{}"
94.png,3289819,"{}",5,0,"{""name"":""rect"",""x"":256,""y"":245,""width"":369,""height"":411}","{}"
94.png,3289819,"{}",5,1,"{""name"":""rect"",""x"":80,""y"":256,""width"":364,""height"":457}","{}"
94.png,3289819,"{}",5,2,"{""name"":""rect"",""x"":367,""y"":1279,""width"":382,""height"":439}","{}"
94.png,3289819,"{}",5,3,"{""name"":""rect"",""x"":519,""y"":1496,""width"":382,""height"":300}","{}"
94.png,3289819,"{}",5,4,"{""name"":""rect"",""x"":940,""y"":1098,""width"":418,""height"":452}","{}"
95.png,3165942,"{}",3,0,"{""name"":""rect"",""x"":88,""y"":248,""width"":377,""height"":191}","{}"
95.png,3165942,"{}",3,1,"{""name"":""rect"",""x"":367,""y"":1028,""width"":524,""height"":496}","{}"
95.png,3165942,"{}",3,2,"{""name"":""rect"",""x"":1555,""y"":1560,""width"":377,""height"":240}","{}"
96.png,3177204,"{}",3,0,"{""name"":""rect"",""x"":1072,""y"":318,""width"":473,""height"":403}","{}"
96.png,3177204,"{}",3,1,"{""name"":""rect"",""x"":1601,""y"":726,""width"":364,""height"":431}","{}"
96.png,3177204,"{}",3,2,"{""name"":""rect"",""x"":1335,""y"":245,""width"":377,""height"":284}","{}"
97.png,3211718,"{}",3,0,"{""name"":""rect"",""x"":963,""y"":1121,""width"":387,""height"":442}","{}"
97.png,3211718,"{}",3,1,"{""name"":""rect"",""x"":1901,""y"":1103,""width"":393,""height"":421}","{}"
97.png,3211718,"{}",3,2,"{""name"":""rect"",""x"":2227,""y"":1462,""width"":349,""height"":336}","{}"
98.png,2429985,"{}",4,0,"{""name"":""rect"",""x"":1689,""y"":1147,""width"":449,""height"":555}","{}"
98.png,2429985,"{}",4,1,"{""name"":""rect"",""x"":1917,""y"":679,""width"":382,""height"":444}","{}"
98.png,2429985,"{}",4,2,"{""name"":""rect"",""x"":1700,""y"":245,""width"":382,""height"":333}","{}"
98.png,2429985,"{}",4,3,"{""name"":""rect"",""x"":2635,""y"":245,""width"":243,""height"":380}","{}"
99.png,2485713,"{}",5,0,"{""name"":""rect"",""x"":1756,""y"":444,""width"":380,""height"":439}","{}"
99.png,2485713,"{}",5,1,"{""name"":""rect"",""x"":1676,""y"":610,""width"":359,""height"":395}","{}"
99.png,2485713,"{}",5,2,"{""name"":""rect"",""x"":2126,""y"":1400,""width"":377,""height"":263}","{}"
99.png,2485713,"{}",5,3,"{""name"":""rect"",""x"":1808,""y"":1625,""width"":310,""height"":170}","{}"
99.png,2485713,"{}",5,4,"{""name"":""rect"",""x"":1935,""y"":238,""width"":362,""height"":163}","{}"
